Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Fácil;Entretenimiento: Videojuegos;"¿Cómo se llama el personaje principal de ""La vida es extraña""?";Maxine Caulfield;Victoria Chase;Stella Hill;Chloe Price
Fácil;Vehículos;¿En qué país se fabricó el Trabant 601?;Alemania Oriental;Unión Soviética;Hungría;Francia
Fácil;Entretenimiento: Cine;"En la película ""Blade Runner"", ¿cuál es el término que se usa para los androides de aspecto humano?";Replicantes;Cylons;Sintéticos;Skinjobs
Fácil;Entretenimiento: Libros;¿Cuántos libros de Harry Potter hay?;7;8;5;6
Fácil;Entretenimiento: Cine;"¿Cuál de los siguientes no es el nombre de una ""Bond Girl""?";Vanessa Kensington;Pam Bouvier;Mary buenas noches;Wai Lin
Fácil;Entretenimiento: Música;¿Qué banda contó con Sting, Stewart Copeland y Andy Summers?;La Policía;Derrota a Leppard;La Cura;Bon Jovi
Fácil;Entretenimiento: Anime y Manga japonés;¿Qué hizo que la mascota titular de Yo-Kai Watch, Jibanyan, se convirtiera en yokai?;Ser atropellado por un camión;He comido demasiados chocolates;A través de un ritual mágico;Cuando se puso el harmaki
Fácil;Ciencia: Informática;En Twitter, ¿cuál era el límite original de caracteres para un tuit?;140;120;160;100
Fácil;Deportes;¿Cuántos puntos anotó LeBron James en su primer partido en la NBA?;25;19;69;41
Fácil;Entretenimiento: Videojuegos;¿Cuál era el Nivel Máximo en World of Warcraft: Battle for Azeroth?;120;100;90;150
Fácil;Entretenimiento: Anime y Manga japonés;En Dragon Maid de la señorita Kobayashi, ¿quién es la criada de Kobayashi?;Tohru;Lucoa;Kanna;Elma
Fácil;Entretenimiento: Videojuegos;"¿Cuál fue la fecha de lanzamiento de ""Grand Theft Auto IV""?";39567;21 de mayo;2009;22 de junio
Fácil;Ciencia y Naturaleza;¿Cuántos huesos hay en el cuerpo humano?;206;203;209;200
Fácil;Política;¿Cuántas personas hay en la Cámara de Representantes de EE. UU.?;435;260;415;50
Fácil;Conocimientos generales;¿Cuántas estrellas tiene la bandera de la Unión Europea?;12;10;14;16
Fácil;Entretenimiento: Videojuegos;En Splatoon 2, ¿quiénes son los miembros de Off The Hook?;Pearl & Marina;Callie & Marie;Diamante y Aquamarina;DJ Octavio & Crusty Sean
Fácil;Entretenimiento: Música;"¿Cuál fue el tema de la canción ""CoCo"" de 2014 del rapero estadounidense O. T. Genasis?";Cocaína;Conan O'Brien;Carbonato de cobalto(II);Tarta de crema de coco
Fácil;Entretenimiento: Videojuegos;¿Cuál de los siguientes NO era un personaje jugable en el juego Kingdom Hearts: Birth by Sleep?;Ignis;Ventus;Terra;Aqua
Fácil;Entretenimiento: Música;¿Qué género musical tocaba la banda Type O Negative?;Metal gótico;Thrash Metal;Hard Rock;Pop Rock
Fácil;Entretenimiento: Cine;¿En cuál de estas películas no protagonizó Jeff Bridges?;Los Ocho Odiosos;Tron: Legado;El Dador;Verdadera Valentía
Fácil;Conocimientos generales;¿Cómo llaman los marineros a la parte trasera de un barco?;Popa;Arco;Estribor;Puerto
Fácil;Entretenimiento: Cine;¿Cuál de estas películas NO está ambientada en Los Ángeles?;RoboCop;Blade Runner;El Terminator;Depredador 2
Fácil;Entretenimiento: Anime y Manga japonés;¿Cuál es la edad de Ash Ketchum en Pokémon cuando empieza su viaje?;10;11;12;9
Fácil;Entretenimiento: Cine;"En la película ""Spaceballs"", ¿qué intentan robar los Spaceballs del planeta Druidia?";Aire;Los Schwartz;Princesa Lonestar;Albóndigas
Fácil;Deportes;¿Quién ganó el Campeonato Mundial de Pilotos de Fórmula 1 en 2016?;Nico Rosberg;Lewis Hamilton;Max Verstappen;Kimi Raikkonen
Fácil;Entretenimiento: Cómics;En Black Hammer, ¿qué ciudad salvaron los héroes del Anti-Dios?;Ciudad Espiral;Mega-City One;Rockwood;Ciudad Estrella
Fácil;Entretenimiento: Cine;"¿Quién en Pulp Fiction dice: ""No, ahí tienen el sistema métrico, no sabrían qué coño es un Quarter Pounder.""";Vincent Vega;Jules Winnfield;Jimmie Dimmick;Butch Coolidge
Fácil;Entretenimiento: Videojuegos;¿En qué juego derivado de Mario debutó Waluigi?;Mario Tennis;Mario Party 3;Mario Kart: ¡Doble Carrera!;Mario Golf: Gira de los Hongos
Fácil;Entretenimiento: Televisión;¿Qué presentador organiza Guy's Grocery Games?;Guy Fieri;Guy Martin;Guy Ritchie;Ainsley Harriott
Fácil;Entretenimiento: Videojuegos;¿Quién es el último jefe en el minijuego Demontower de Night In The Woods?;El Ladrón de Sangre;Mega Bola de Pelo;King Skellie;Krampus
Fácil;Entretenimiento: Videojuegos;¿Qué ingrediente NO se usa para hacer una tarta en Minecraft?;Pan;Trigo;Leche;Egg
Fácil;Ciencia y Naturaleza;El término médico para el ombligo es, ¿cuál de los siguientes?;Umbligo;Nevus;Narinas;Paxillus
Fácil;Historia;¿Cuándo colapsó el Imperio Bizantino?;1453;1299;1353;1498
Fácil;Entretenimiento: Videojuegos;"¿Quién es el personaje principal en ""La parábola de Stanley""?";Stanley;La Línea de Aventuras;El Narrador;El Jefe
Fácil;Ciencia: Matemáticas;¿Cuál es el símbolo de desplazamiento?;Δr;dr;DP;r
Fácil;Entretenimiento: Dibujos animados y animaciones;"¿Quién creó la serie de Cartoon Network ""Regular Show""?";J. G. Quintel;Ben Bocquelet;Distrito de Pendleton;Rebecca Sugar
Fácil;Entretenimiento: Videojuegos;¿Cuál es el nombre del personaje jugable en el videojuego Deltarune: Capítulo 1 de 2018?;Kris;Frisk;Chara;Gaster
Fácil;Entretenimiento: Videojuegos;"En ""Xenoblade Chronicles 2"", ¿qué miembro del grupo no puede usar espadas normales?";Tora;Rex;Zeke;Nia
Fácil;Entretenimiento: Televisión;"En el programa Community de NBC, cuya frase característica era ""¡Pop! ¡Pop!""?";Magnitud;Star Burns;Leonard;Senoir Chang
Fácil;Entretenimiento: Videojuegos;¿Quién resulta ser el verdadero vencedor en la Batalla del Armagedón en Mortal Kombat?;Shao Kahn;Liu Kang;Shang Tsung;Raiden
Fácil;Deportes;¿Qué luchador ganó el Royal Rumble masculino de 2019?;Seth Rollins;Braun Strowman;AJ Styles;Andrade
Fácil;Ciencia: Informática;¿Qué significa GHz?;Gigahercios;Gigahotz;Gigahetz;Gigahatz
Fácil;Entretenimiento: Música;"Termina esta letra de la canción de 2016 ""Panda"" de Desiigner: ""I got stols in _______"".";Atlanta;Savannah;Augusta;Marietta
Fácil;Entretenimiento: Libros;"¿Qué libro clásico comienza con la frase ""Llámame Ismael""?";Moby Dick;Un cuento de dos ciudades;Secuestrados;Cumbres Borrascosas
Fácil;Conocimientos generales;¿De qué país provienen el sushi y el karaoke?;Japón;China;Corea del Sur;Vietnam
Fácil;Entretenimiento: Videojuegos;Antes de su rediseño del logotipo de la empresa en el año 2000, ¿qué forma 3D NO está representada en el logo de Electronic Arts?;Cilindro;Pirámide;Cubo;Esfera
Fácil;Geografía;"¿Cuál de estos países africanos lista el ""español"" como idioma oficial?";Guinea Ecuatorial;Guinea;Camerún;Angola
Fácil;Conocimientos generales;¿Cuál es el significado completo de RAM?;Memoria de acceso aleatorio;Memoria de asistencia aleatoria;Mandato de Asistencia Rand;Ram
Fácil;Entretenimiento: Videojuegos;¿Cuándo se lanzó Minecraft al público por primera vez?;17 de mayo de 2009;17 de septiembre;2009;18 de noviembre
Fácil;Entretenimiento: Videojuegos;Los juegos Cry of Fear, Natural Selection y Counter-Strike eran originalmente mods de ¿para qué videojuego?;Half-Life;Warcraft III;Arma 2;Doom
Fácil;Ciencia: Informática;En un teclado QWERTY americano estándar, ¿qué símbolo introduces si mantienes pulsada la tecla shift y pulsas 1?;Signo de exclamación;Signo de dólar;Signo de porcentaje;Asterisco
Fácil;Mitología;¿Cuál de las siguientes cosas no es cierta sobre la vida de Tiresias?;Navegó con los argonautas para encontrar el vellocino de oro;Atenea lo convirtió en mujer;y luego, años después, de nuevo en un hombre;Hera lo cegó después de que él estuviera de acuerdo con Zeus en una discusión
Fácil;Entretenimiento: Cine;En El Señor de los Anillos: Las Dos Torres, ¿a dónde lleva el grupo de orcos a los hobbits?;Isengard;Rivendel;Mordor;Moria
Fácil;Conocimientos generales;¿Cuál es la segunda lengua materna más hablada en España en cuanto al número de hablantes?;Catalán;Portugués;Español;Francés
Fácil;Ciencia y Naturaleza;¿Cuál es el hueso más largo del cuerpo humano?;Fémur;Escápula;Peroné;Cúbito
Fácil;Deportes;¿En cuál de estos equipos no ha jugado Jaromir Jagr?;Isleños de Nueva York;Calgary Flames;New Jersey Devils;Dallas Stars
Fácil;Mitología;En la mitología griega, ¿quién es el dios del vino?;Dionisio;Hefesto;Deméter;Apollo
Fácil;Entretenimiento: Música;¿Cuál es el verdadero nombre del rapero estadounidense Eminem, también conocido como Slim Shady?;Marshall Mathers;Calvin Broadus;Shawn Carter;Nasir Jones
Fácil;Entretenimiento: Videojuegos;¿Qué juego NO se financió mediante crowdfunding?;Entra en el Gungeon;Ciudad de Salem;Undertale;Tower Unite
Fácil;Entretenimiento: Música;¿Quién escribió el éxito de Sinead O'Connor 'Nothing Compares 2 U'?;Príncipe;Michael Jackson;Cameo;Rick James
Fácil;Ciencia: Gadgets;¿Qué consola de videojuegos desarrolla Sony?;PlayStation;Xbox;Atari;Nintendo Switch
Fácil;Mitología;El antiguo dios romano de la guerra era comúnmente conocido como cuál de los siguientes?;Marte;Júpiter;Juno;Ares
Fácil;Entretenimiento: Videojuegos;En Pokémon Rojo y Azul, ¿cómo se llama HM05?;Flash;Fuerza;¡Corten;Fly
Fácil;Historia;¿La idea del socialismo fue articulada y promovida por quién?;Karl Marx;Vladimir Lenin;Joseph Stalin;Vladimir Putin
Fácil;Entretenimiento: Música;¿Quién es el cantante principal de Pearl Jam?;Eddie Vedder;Ozzy Osbourne;Gossard de Piedra;Kurt Cobain
Fácil;Ciencia: Matemáticas;¿Cuál es la raíz cuadrada de 49?;7;4;12;9
Fácil;Entretenimiento: Televisión;En Dos hombres y medio, ¿cómo se llama el hijo de Alan Harper?;Jake;John;Jeremy;James
Fácil;Entretenimiento: Videojuegos;Rocket League es un juego que presenta...;Coches;Helicópteros;Aviones;Submarinos
Fácil;Entretenimiento: Videojuegos;¿Cuál es el nombre en clave de Morgana la gata en Persona 5?;Mona;Panther;Acechador nocturno;Zorro
Fácil;Conocimientos generales;"La empresa estadounidense ""Campbell's"" es más conocida por fabricar qué producto alimenticio?";Sopas enlatadas;Chocolate;Refrescos;Salchichas
Fácil;Ciencia y Naturaleza;¿Cuál es la unidad SI estándar para distancia?;Metro;Angstrom;Pie;Fathom
Fácil;Entretenimiento: Videojuegos;¿Cuál es el nombre del principal objeto de curación en Dark Souls?;Frasco de estus;Poción de Salud;Zumo de naranja;Frasco ceniciento
Fácil;Historia;¿Quién fue el primer primer ministro de Canadá?;John Macdonald;John Abbott;Alexander Mackenzie;Robert Borden
Fácil;Entretenimiento: Videojuegos;"En ""Un sombrero en el tiempo"", ¿qué debe recoger el Niño del Sombrero para terminar un nivel?";Un reloj;Un fragmento de corazón;Un fragmento de reliquia;Un sombrero
Fácil;Ciencia: Matemáticas;¿Cuál es el nombre de pila del matemático Euler?;Leonhard;Lionel;Andrin;Ajan
Fácil;Deportes;¿Cuándo se fundó el FC Schalke 04?;1904;1909;2008;1999
Fácil;Entretenimiento: Musicales y teatros;"¿Quién escribió el musical ""Hamilton""?";Lin-Manuel Miranda;Andrew Lloyd Webber;Nell Benjamin;Tom Kitt
Fácil;Animales;¿Cómo se llama un murciélago bebé?;Cachorro;Cub;Polluelo;Niño
Fácil;Entretenimiento: Televisión;"¿Quién interpretó al agente Fox Mulder en el drama de ciencia ficción televisivo ""Expediente X""?";David Duchovny;Gillian Anderson;Robert Patrick;Mitch Pileggi
Fácil;Entretenimiento: Videojuegos;¿Qué estudiante en Yandere Simulator es conocido por hacer preguntas irritantes y tontas?;Midori Gurin;Kokona Hruka;Oka Ruto;Pipi Osu
Fácil;Entretenimiento: Videojuegos;En Need for Speed: Most Wanted (2005), ¿cómo se llamaba el antagonista principal?;"Clarence ""Razor"" Callahan";"Héctor ""Ming"" Domingo";"Toru ""Toro"" Sato";"Karl ""Barón"" Smit"
Fácil;Ciencia y Naturaleza;¿Qué nombre se les da a todos los bebés marsupiales?;Joey;Pantorrilla;Cachorro;Cub
Fácil;Conocimientos generales;¿Qué empresa es propietaria de Outlook?;Microsoft;Google;Manzana;Yahoo
Fácil;Ciencia y Naturaleza;¿Qué significa la letra 'S' en 'NASA'?;Espacio;Ciencia;Sociedad;Star
Fácil;Entretenimiento: Juegos de mesa;"¿Cuál de estos juegos incluye la frase ""No pases el Go, no recojas $200""?";Monopoly;Día de pago;Cluedo;Coppit
Fácil;Ciencia y Naturaleza;¿Qué orgánulos ayuda a la síntesis de ADN en las células?;Ribosomas;Núcleos;Lisosomas;Mitocondrias
Fácil;Conocimientos generales;¿Qué país tiene la Union Jack en su bandera?;Nueva Zelanda;Sudáfrica;Canadá;Hong Kong
Fácil;Arte;¿Cuál es el nombre del arte japonés de doblar papel en formas y figuras decorativas?;Origami;Sumi-e;Ukiyo-e;Haiku
Fácil;Entretenimiento: Música;¿Quién es el cantante principal de la banda Coldplay?;Chris Martin;Chris Isaak;Chris Wallace;Chris Connelly
Fácil;Historia;¿Cuántos alunizajes tripulados ha habido?;6;1;3;7
Fácil;Entretenimiento: Dibujos animados y animaciones;En South Park, ¿cuál es el apellido de Stan?;Pantano;Stotch;Broflovski;Ajuste
Fácil;Ciencia: Gadgets;¿Cuándo empezó a aparecer el CD en el mercado de consumo?;1982;1992;1972;1962
Fácil;Entretenimiento: Dibujos animados y animaciones;Wendy O. Koopa apareció en los dibujos animados de Super Mario DIC, pero ¿cómo era conocida?;Kootie Pie;Sweetie Pie;Wendy Pie;Pastel de miel
Fácil;Entretenimiento: Música;¿Qué streamer de Twitch es el vocalista de Red Vox?;Salsa de vid;The8BitDrummer;LIRIK;Sodapoppin
Fácil;Entretenimiento: Videojuegos;¿Cuál de estos es un tipo de monstruo que se encuentra en Minecraft?;Esqueleto;Hombre lobo;Vampiro;Minotauro
Fácil;Entretenimiento: Juegos de mesa;¿El juego de mesa Monopoly toma los nombres de las calles de qué ciudad americana real?;Atlantic City, Nueva Jersey;Las Vegas;Nevada;Duluth
Fácil;Conocimientos generales;¿La historia de Robin Hood proviene de qué país?;Inglaterra;Francia;Portugal;Escocia
Fácil;Conocimientos generales;¿Cuál es la capital de España?;Madrid;París;Barcelona;Lisboa
Fácil;Entretenimiento: Juegos de mesa;"¿En qué año se lanzó el juego de rol de papel y bolígrafo ""Deadlands""?";1996;2003;1999;1993
Fácil;Entretenimiento: Videojuegos;¿Quién fue el actor de voz de Snake en Metal Gear Solid V: The Phantom Pain?;Kiefer Sutherland;David Hayter;Norman Reedus;Hideo Kojima
Fácil;Ciencia y Naturaleza;¿Cuál de los siguientes no es uno de los grupos de la tabla periódica?;Flúores;Metales alcalinos;Halágenos;Gases nobles
Fácil;Ciencia: Informática;¿Con qué lenguaje asociarías el framework Django?;Python;C#;C++;Java
Fácil;Geografía;¿Qué país tiene una hoja de arce en su bandera?;Canadá;México;Brasil;India
Fácil;Geografía;¿Cuál es la capital de Finlandia?;Helsinki;Yabraltar;Macedonia;Oslo
Fácil;Entretenimiento: Videojuegos;¿Cuántos bloques de obsidiana se requieren para construir un portal del Nether en Minecraft?;10;14;13;16
Fácil;Entretenimiento: Videojuegos;¿Quién es capaz de agarrar a los supervivientes con la lengua en Left 4 Dead?;Smoker;Jockey;Hunter;Boomer
Fácil;Entretenimiento: Videojuegos;¿Qué Pokémon inicial de tipo agua se introdujo en la cuarta generación de la serie?;Piplup;Totodile;Oshawott;Mudkip
Fácil;Entretenimiento: Anime y Manga japonés;¿Cuál es el apellido de Edward y Alphonse en la serie Fullmetal Alchemist?;Elric;Ellis;Eliek;Elwood
Fácil;Entretenimiento: Televisión;En Star Trek: La Nueva Generación, ¿cómo se llama el gato de Data?;Spot;Manoplas;Tom;Kitty
Fácil;Entretenimiento: Videojuegos;"¿Cómo se llama la actualización ""Team Fortress 2"", en la que se convirtió en Free-to-play?";Súper Actualización;Actualización de Pyromania;Actualización Mann-Conomy;Actualización del ingeniero
Fácil;Geografía;¿Cuál es la capital de España?;Madrid;Barcelona;Sevilla;Toledo
Fácil;Entretenimiento: Dibujos animados y animaciones;Butters Stotch, Pip Pirrup y Wendy Testaburger son todos personajes en qué serie de animación de larga duración es la de televisión?;South Park;Los Simpson;Family Guy;Bob's Burgers
Fácil;Entretenimiento: Dibujos animados y animaciones;¿Cuál es el apellido de uno de los profesores varones en la serie de la BBC Postman Pat?;Pringle;Walker;Dorito;Ayeos
Fácil;Celebridades;¿Cuál fue el último papel cinematográfico de James Coburn antes de su muerte?;American Gun;Monstruos S&A;Texas Rangers;Perros de la Nieve
Fácil;Ciencia: Informática;Cuando Gmail se lanzó, ¿cuánto espacio de almacenamiento proporcionaba para tu correo electrónico?;1GB;512MB;5GB;Ilimitado
Fácil;Entretenimiento: Videojuegos;"¿Quién creó el videojuego ""Bendy y la máquina de tinta""?";TheMeatly;Scott Cawthon;Jeff Kaplan;Konami
Fácil;Historia;¿Cuál de los siguientes pueblos antiguos NO fue clasificado como helénico (griego)?;Ilirios;Dorios;Aqueos;Ionios
Fácil;Conocimientos generales;¿Cuál de estas cadenas de comida rápida NO es conocida principalmente por vender pizza?;Wendy's;Domino's;Pequeños Césares;Papa John's
Fácil;Entretenimiento: Videojuegos;El acrónimo DOTA significa;Defensa de los Antiguos;Defensa de los Artefactos;Defensa de las Antigüedades;Defensa de los animados
Fácil;Entretenimiento: Cine;¿En qué periodo histórico fue el centro de la película de Assassin's Creed (2016)?;Inquisición española;Inglaterra victoriana;Revolución Francesa;América colonial
Fácil;Entretenimiento: Videojuegos;"La icona de ""Tomb Raider"" Lara Croft se llamaba originalmente...";Laura Cruz;Laura Craft;Laura Croft;Lara Craft
Fácil;Ciencia y Naturaleza;¿El elemento que implica hacer que la sangre humana sea roja es cuál de los siguientes?;Hierro;Cobre;Iridio;Cobalto
Fácil;Entretenimiento: Televisión;En la serie Doctor Who, ¿qué significa T.A.R.D.I.S?;Tiempo y dimensiones relativas en el espacio;Tiempo y dimensiones en reposo en el espacio;Tiempo y dimensiones relativas en el estilo;Ayuda para el baño y el perro con cuerda es sopa
Fácil;Ciencia: Matemáticas;¿Cuántos lados tiene un heptágono?;7;5;4;9
Fácil;Entretenimiento: Videojuegos;"¿Cómo se conoce la raza alienígena en el juego ""Lego Racers 2""?";Ramas;Slizers;Roboriders;Turagas
Fácil;Entretenimiento: Videojuegos;"¿Qué poder tiene Max Caulfield de ""La vida es extraña""?";Rebobinando el tiempo;Invisibilidad;Telepatía;Superfuerza
Fácil;Geografía;¿En qué ciudad está la Universidad de Harvard?;Cambridge;Providence;Nueva York;Washington D.C.
Fácil;Conocimientos generales;¿Qué es Tasmania?;Un estado australiano;Un sabor del helado de Ben y Jerry;Un trastorno psicológico;El nombre de un personaje de dibujos animados de Warner Brothers
Fácil;Entretenimiento: Libros;"¿Quién escribió ""Un cuento de dos ciudades""?";Charles Dickens;Charles Darwin;Mark Twain;Roald Dahl
Fácil;Conocimientos generales;¿Qué palabra representa la letra 'T' en el alfabeto fonético de la OTAN?;Tango;Objetivo;Taxi;Turquía
Fácil;Entretenimiento: Televisión;"En la serie ""Rick and Morty"", en el episodio ""Total Rickall"", ¿quién era un parásito?";Pencilvester;Beth Smith;Summer Smith;Señor Culo Cacado
Fácil;Política;Según la Constitución de los Estados Unidos, ¿cuántos años debe tener una persona para ser elegido Presidente de los Estados Unidos?;35;30;40;45
Fácil;Conocimientos generales;¿El queso Gouda es de qué país europeo?;Los Países Bajos;Bélgica;Alemania;Francia
Fácil;Vehículos;¿Cuáles son las piezas cilíndricas que bombean hacia arriba y hacia abajo dentro del motor?;Pistones;Resortes de hoja;Radiadores;ABS
Fácil;Geografía;¿Cuál es el país más grande del mundo?;Federación Rusa;China;Canadá;Brasil
Fácil;Vehículos;¿Cuántas pulgadas cúbicas tiene el motor LS7?;427;346;364;376
Fácil;Conocimientos generales;¿Cuántas sílabas forman un haiku?;17;15;10;21
Fácil;Entretenimiento: Libros;¿Qué libro famoso lleva el subtítulo 'El Prometeo Moderno'?;Frankenstein;Drácula;El extraño caso del Dr. Jekyll y el Sr. Hyde;La leyenda de Sleepy Hollow
Fácil;Entretenimiento: Televisión;En la serie original de Star Trek, ¿cuál era el segundo nombre del Capitán James T. Kirk?;Tiberio;Trevor;Travis;Tyrone
Fácil;Historia;¿En qué año tuvo lugar el colapso de la Unión Soviética?;1991;1992;1891;1990
Fácil;Ciencia y Naturaleza;¿Cuál es la capa más delgada y externa de la Tierra?;Corteza;Exosfera;Manto;Núcleo Exterior
Fácil;Ciencia y Naturaleza;¿Qué produce el color verde de la mayoría de las hojas de las plantas?;Clorofila;Refracción de la luz;Pigmentos naturales;Radiación UV
Fácil;Conocimientos generales;"En ""Katamari Damacy"", controlas a un personaje conocido como:";El Príncipe;Fujio;Ichigo;Foomin
Fácil;Conocimientos generales;¿Cuál de estos juegos de Marvel se lanzó en Playstation 2?;Spider-Man 2;Surfista de Plata;Howard el Pato;Lobezno: Ira de Adamantio
